filename,partition,task,semantic_label,numeric_label
09443.png,test,source,museu_nacional_dart_de_catalunya,3
03353.png,train,source,museu_nacional_dart_de_catalunya,3
09997.png,test,source,hagia_sophia,6
05379.png,train,source,st_stephen_cathedral_vienna,4
01417.png,train,source,hagia_sophia,6
07896.png,val,source,berlin_cathedral,5
06686.png,train,source,berlin_cathedral,5
08862.png,test,source,rialto_bridge,2
09683.png,test,source,museu_nacional_dart_de_catalunya,3
09722.png,test,source,rialto_bridge,2
09928.png,test,source,gaudi_casa_batllo_barcelona,7
01757.png,train,source,hagia_sophia,6
04227.png,train,source,hagia_sophia,6
04426.png,train,source,berlin_cathedral,5
08271.png,val,source,petronas_towers,1
00891.png,train,source,petronas_towers,1
00727.png,train,source,hagia_sophia,6
09931.png,test,source,petronas_towers,1
02847.png,train,source,hagia_sophia,6
03902.png,train,source,rialto_bridge,2
00400.png,train,source,colosseum,0
00576.png,train,source,berlin_cathedral,5
07269.png,val,source,st_stephen_cathedral_vienna,4
04456.png,train,source,berlin_cathedral,5
05831.png,train,source,petronas_towers,1
09562.png,test,source,rialto_bridge,2
07372.png,val,source,rialto_bridge,2
07171.png,val,source,petronas_towers,1
00926.png,train,source,berlin_cathedral,5
09663.png,test,source,museu_nacional_dart_de_catalunya,3
07009.png,val,source,st_stephen_cathedral_vienna,4
09296.png,test,source,berlin_cathedral,5
05643.png,train,source,museu_nacional_dart_de_catalunya,3
01053.png,train,source,museu_nacional_dart_de_catalunya,3
09558.png,test,source,gaudi_casa_batllo_barcelona,7
07229.png,val,source,st_stephen_cathedral_vienna,4
08959.png,test,source,st_stephen_cathedral_vienna,4
01860.png,train,source,colosseum,0
00130.png,train,source,colosseum,0
09399.png,test,source,st_stephen_cathedral_vienna,4
09060.png,test,source,colosseum,0
04340.png,train,source,colosseum,0
07132.png,val,source,rialto_bridge,2
09553.png,test,source,museu_nacional_dart_de_catalunya,3
09851.png,test,source,petronas_towers,1
03170.png,train,source,colosseum,0
09530.png,test,source,colosseum,0
06096.png,train,source,berlin_cathedral,5
04370.png,train,source,colosseum,0
08683.png,test,source,museu_nacional_dart_de_catalunya,3
08063.png,val,source,museu_nacional_dart_de_catalunya,3
04748.png,train,source,gaudi_casa_batllo_barcelona,7
07238.png,val,source,gaudi_casa_batllo_barcelona,7
05012.png,train,source,rialto_bridge,2
09971.png,test,source,petronas_towers,1
00416.png,train,source,berlin_cathedral,5
09597.png,test,source,hagia_sophia,6
07900.png,val,source,colosseum,0
07381.png,val,source,petronas_towers,1
07899.png,val,source,st_stephen_cathedral_vienna,4
00367.png,train,source,hagia_sophia,6
08583.png,test,source,museu_nacional_dart_de_catalunya,3
07031.png,val,source,petronas_towers,1
07786.png,val,source,berlin_cathedral,5
01298.png,train,source,gaudi_casa_batllo_barcelona,7
08719.png,test,source,st_stephen_cathedral_vienna,4
08686.png,test,source,berlin_cathedral,5
08010.png,val,source,colosseum,0
01936.png,train,source,berlin_cathedral,5
08729.png,test,source,st_stephen_cathedral_vienna,4
04417.png,train,source,hagia_sophia,6
02022.png,train,source,rialto_bridge,2
04429.png,train,source,st_stephen_cathedral_vienna,4
07268.png,val,source,gaudi_casa_batllo_barcelona,7
01191.png,train,source,petronas_towers,1
04458.png,train,source,gaudi_casa_batllo_barcelona,7
06213.png,train,source,museu_nacional_dart_de_catalunya,3
04461.png,train,source,petronas_towers,1
02038.png,train,source,gaudi_casa_batllo_barcelona,7
04576.png,train,source,berlin_cathedral,5
01391.png,train,source,petronas_towers,1
08336.png,val,source,berlin_cathedral,5
08621.png,test,source,petronas_towers,1
08798.png,test,source,gaudi_casa_batllo_barcelona,7
04316.png,train,source,berlin_cathedral,5
00498.png,train,source,gaudi_casa_batllo_barcelona,7
09236.png,test,source,berlin_cathedral,5
09410.png,test,source,colosseum,0
07081.png,val,source,petronas_towers,1
07233.png,val,source,museu_nacional_dart_de_catalunya,3
07048.png,val,source,gaudi_casa_batllo_barcelona,7
02872.png,train,source,rialto_bridge,2
07017.png,val,source,hagia_sophia,6
06908.png,train,source,gaudi_casa_batllo_barcelona,7
07453.png,val,source,museu_nacional_dart_de_catalunya,3
00621.png,train,source,petronas_towers,1
03438.png,train,source,gaudi_casa_batllo_barcelona,7
02848.png,train,source,gaudi_casa_batllo_barcelona,7
07636.png,val,source,berlin_cathedral,5
09686.png,test,source,berlin_cathedral,5
03233.png,train,source,museu_nacional_dart_de_catalunya,3
05976.png,train,source,berlin_cathedral,5
08766.png,test,source,berlin_cathedral,5
00157.png,train,source,hagia_sophia,6
03117.png,train,source,hagia_sophia,6
00832.png,train,source,rialto_bridge,2
07741.png,val,source,petronas_towers,1
01607.png,train,source,hagia_sophia,6
07951.png,val,source,petronas_towers,1
00380.png,train,source,colosseum,0
08152.png,val,source,rialto_bridge,2
00582.png,train,source,rialto_bridge,2
09298.png,test,source,gaudi_casa_batllo_barcelona,7
00168.png,train,source,gaudi_casa_batllo_barcelona,7
02009.png,train,source,st_stephen_cathedral_vienna,4
05203.png,train,source,museu_nacional_dart_de_catalunya,3
05401.png,train,source,petronas_towers,1
01021.png,train,source,petronas_towers,1
01861.png,train,source,petronas_towers,1
03120.png,train,source,colosseum,0
04688.png,train,source,gaudi_casa_batllo_barcelona,7
02003.png,train,source,museu_nacional_dart_de_catalunya,3
08533.png,test,source,museu_nacional_dart_de_catalunya,3
00273.png,train,source,museu_nacional_dart_de_catalunya,3
07806.png,val,source,berlin_cathedral,5
03359.png,train,source,st_stephen_cathedral_vienna,4
04573.png,train,source,museu_nacional_dart_de_catalunya,3
04640.png,train,source,colosseum,0
08267.png,val,source,hagia_sophia,6
02766.png,train,source,berlin_cathedral,5
04610.png,train,source,colosseum,0
07121.png,val,source,petronas_towers,1
04058.png,train,source,gaudi_casa_batllo_barcelona,7
08969.png,test,source,st_stephen_cathedral_vienna,4
06180.png,train,source,colosseum,0
09231.png,test,source,petronas_towers,1
09301.png,test,source,petronas_towers,1
00858.png,train,source,gaudi_casa_batllo_barcelona,7
01590.png,train,source,colosseum,0
03367.png,train,source,hagia_sophia,6
02153.png,train,source,museu_nacional_dart_de_catalunya,3
01046.png,train,source,berlin_cathedral,5
07798.png,val,source,gaudi_casa_batllo_barcelona,7
07870.png,val,source,colosseum,0
06519.png,train,source,st_stephen_cathedral_vienna,4
08553.png,test,source,museu_nacional_dart_de_catalunya,3
08966.png,test,source,berlin_cathedral,5
08053.png,val,source,museu_nacional_dart_de_catalunya,3
00560.png,train,source,colosseum,0
02543.png,train,source,museu_nacional_dart_de_catalunya,3
09741.png,test,source,petronas_towers,1
02251.png,train,source,petronas_towers,1
06361.png,train,source,petronas_towers,1
09809.png,test,source,st_stephen_cathedral_vienna,4
09232.png,test,source,rialto_bridge,2
00607.png,train,source,hagia_sophia,6
08150.png,val,source,colosseum,0
09926.png,test,source,berlin_cathedral,5
02688.png,train,source,gaudi_casa_batllo_barcelona,7
02418.png,train,source,gaudi_casa_batllo_barcelona,7
02313.png,train,source,museu_nacional_dart_de_catalunya,3
00022.png,train,source,rialto_bridge,2
08147.png,val,source,hagia_sophia,6
04210.png,train,source,colosseum,0
01149.png,train,source,st_stephen_cathedral_vienna,4
07503.png,val,source,museu_nacional_dart_de_catalunya,3
01730.png,train,source,colosseum,0
00929.png,train,source,st_stephen_cathedral_vienna,4
09839.png,test,source,st_stephen_cathedral_vienna,4
04651.png,train,source,petronas_towers,1
00036.png,train,source,berlin_cathedral,5
03162.png,train,source,rialto_bridge,2
03229.png,train,source,st_stephen_cathedral_vienna,4
07551.png,val,source,petronas_towers,1
02829.png,train,source,st_stephen_cathedral_vienna,4
06218.png,train,source,gaudi_casa_batllo_barcelona,7
07529.png,val,source,st_stephen_cathedral_vienna,4
09068.png,test,source,gaudi_casa_batllo_barcelona,7
05616.png,train,source,berlin_cathedral,5
08177.png,val,source,hagia_sophia,6
09327.png,test,source,hagia_sophia,6
06769.png,train,source,st_stephen_cathedral_vienna,4
05910.png,train,source,colosseum,0
06916.png,train,source,berlin_cathedral,5
02759.png,train,source,st_stephen_cathedral_vienna,4
05568.png,train,source,gaudi_casa_batllo_barcelona,7
09421.png,test,source,petronas_towers,1
04556.png,train,source,berlin_cathedral,5
03579.png,train,source,st_stephen_cathedral_vienna,4
09226.png,test,source,berlin_cathedral,5
07377.png,val,source,hagia_sophia,6
04469.png,train,source,st_stephen_cathedral_vienna,4
08783.png,test,source,museu_nacional_dart_de_catalunya,3
08101.png,val,source,petronas_towers,1
08979.png,test,source,st_stephen_cathedral_vienna,4
07920.png,val,source,colosseum,0
02398.png,train,source,gaudi_casa_batllo_barcelona,7
08392.png,val,source,rialto_bridge,2
02082.png,train,source,rialto_bridge,2
07390.png,val,source,colosseum,0
00812.png,train,source,rialto_bridge,2
00520.png,train,source,colosseum,0
03759.png,train,source,st_stephen_cathedral_vienna,4
09240.png,test,source,colosseum,0
08090.png,val,source,colosseum,0
06250.png,train,source,colosseum,0
03688.png,train,source,gaudi_casa_batllo_barcelona,7
03856.png,train,source,berlin_cathedral,5
03690.png,train,source,colosseum,0
09708.png,test,source,gaudi_casa_batllo_barcelona,7
05648.png,train,source,gaudi_casa_batllo_barcelona,7
08219.png,val,source,st_stephen_cathedral_vienna,4
09159.png,test,source,st_stephen_cathedral_vienna,4
05213.png,train,source,museu_nacional_dart_de_catalunya,3
05507.png,train,source,hagia_sophia,6
06148.png,train,source,gaudi_casa_batllo_barcelona,7
03993.png,train,source,museu_nacional_dart_de_catalunya,3
03352.png,train,source,rialto_bridge,2
03236.png,train,source,berlin_cathedral,5
05672.png,train,source,rialto_bridge,2
08070.png,val,source,colosseum,0
05810.png,train,source,colosseum,0
04106.png,train,source,berlin_cathedral,5
05727.png,train,source,hagia_sophia,6
07573.png,val,source,museu_nacional_dart_de_catalunya,3
04261.png,train,source,petronas_towers,1
05350.png,train,source,colosseum,0
03656.png,train,source,berlin_cathedral,5
08813.png,test,source,museu_nacional_dart_de_catalunya,3
09061.png,test,source,petronas_towers,1
02399.png,train,source,st_stephen_cathedral_vienna,4
04151.png,train,source,petronas_towers,1
02698.png,train,source,gaudi_casa_batllo_barcelona,7
02342.png,train,source,rialto_bridge,2
08086.png,val,source,berlin_cathedral,5
06556.png,train,source,berlin_cathedral,5
03731.png,train,source,petronas_towers,1
05733.png,train,source,museu_nacional_dart_de_catalunya,3
04709.png,train,source,st_stephen_cathedral_vienna,4
09362.png,test,source,rialto_bridge,2
06932.png,train,source,rialto_bridge,2
05333.png,train,source,museu_nacional_dart_de_catalunya,3
07919.png,val,source,st_stephen_cathedral_vienna,4
06859.png,train,source,st_stephen_cathedral_vienna,4
01261.png,train,source,petronas_towers,1
08319.png,val,source,st_stephen_cathedral_vienna,4
05398.png,train,source,gaudi_casa_batllo_barcelona,7
06279.png,train,source,st_stephen_cathedral_vienna,4
09963.png,test,source,museu_nacional_dart_de_catalunya,3
05758.png,train,source,gaudi_casa_batllo_barcelona,7
08632.png,test,source,rialto_bridge,2
08773.png,test,source,museu_nacional_dart_de_catalunya,3
03787.png,train,source,hagia_sophia,6
02172.png,train,source,rialto_bridge,2
02991.png,train,source,petronas_towers,1
04377.png,train,source,hagia_sophia,6
07516.png,val,source,berlin_cathedral,5
08326.png,val,source,berlin_cathedral,5
09400.png,test,source,colosseum,0
07010.png,val,source,colosseum,0
02728.png,train,source,gaudi_casa_batllo_barcelona,7
03488.png,train,source,gaudi_casa_batllo_barcelona,7
08769.png,test,source,st_stephen_cathedral_vienna,4
04318.png,train,source,gaudi_casa_batllo_barcelona,7
06068.png,train,source,gaudi_casa_batllo_barcelona,7
04539.png,train,source,st_stephen_cathedral_vienna,4
06318.png,train,source,gaudi_casa_batllo_barcelona,7
08848.png,test,source,gaudi_casa_batllo_barcelona,7
08452.png,val,source,rialto_bridge,2
09053.png,test,source,museu_nacional_dart_de_catalunya,3
08806.png,test,source,berlin_cathedral,5
07731.png,val,source,petronas_towers,1
08296.png,val,source,berlin_cathedral,5
07456.png,val,source,berlin_cathedral,5
07148.png,val,source,gaudi_casa_batllo_barcelona,7
09451.png,test,source,petronas_towers,1
08062.png,val,source,rialto_bridge,2
02299.png,train,source,st_stephen_cathedral_vienna,4
01942.png,train,source,rialto_bridge,2
01243.png,train,source,museu_nacional_dart_de_catalunya,3
07208.png,val,source,gaudi_casa_batllo_barcelona,7
07736.png,val,source,berlin_cathedral,5
05459.png,train,source,st_stephen_cathedral_vienna,4
08657.png,test,source,hagia_sophia,6
01057.png,train,source,hagia_sophia,6
07243.png,val,source,museu_nacional_dart_de_catalunya,3
09176.png,test,source,berlin_cathedral,5
09361.png,test,source,petronas_towers,1
00359.png,train,source,st_stephen_cathedral_vienna,4
04443.png,train,source,museu_nacional_dart_de_catalunya,3
08890.png,test,source,colosseum,0
09682.png,test,source,rialto_bridge,2
03620.png,train,source,colosseum,0
02676.png,train,source,berlin_cathedral,5
03538.png,train,source,gaudi_casa_batllo_barcelona,7
07641.png,val,source,petronas_towers,1
05246.png,train,source,berlin_cathedral,5
07290.png,val,source,colosseum,0
08066.png,val,source,berlin_cathedral,5
09869.png,test,source,st_stephen_cathedral_vienna,4
08059.png,val,source,st_stephen_cathedral_vienna,4
03851.png,train,source,petronas_towers,1
02461.png,train,source,petronas_towers,1
08592.png,test,source,rialto_bridge,2
09639.png,test,source,st_stephen_cathedral_vienna,4
01937.png,train,source,hagia_sophia,6
07722.png,val,source,rialto_bridge,2
04998.png,train,source,gaudi_casa_batllo_barcelona,7
09111.png,test,source,petronas_towers,1
05749.png,train,source,st_stephen_cathedral_vienna,4
08372.png,val,source,rialto_bridge,2
08767.png,test,source,hagia_sophia,6
08097.png,val,source,hagia_sophia,6
09727.png,test,source,hagia_sophia,6
09151.png,test,source,petronas_towers,1
08939.png,test,source,st_stephen_cathedral_vienna,4
09408.png,test,source,gaudi_casa_batllo_barcelona,7
06191.png,train,source,petronas_towers,1
02651.png,train,source,petronas_towers,1
07568.png,val,source,gaudi_casa_batllo_barcelona,7
07632.png,val,source,rialto_bridge,2
07949.png,val,source,st_stephen_cathedral_vienna,4
00888.png,train,source,gaudi_casa_batllo_barcelona,7
01631.png,train,source,petronas_towers,1
03213.png,train,source,museu_nacional_dart_de_catalunya,3
05222.png,train,source,rialto_bridge,2
03651.png,train,source,petronas_towers,1
04648.png,train,source,gaudi_casa_batllo_barcelona,7
03831.png,train,source,petronas_towers,1
02519.png,train,source,st_stephen_cathedral_vienna,4
07180.png,val,source,colosseum,0
09583.png,test,source,museu_nacional_dart_de_catalunya,3
08099.png,val,source,st_stephen_cathedral_vienna,4
07747.png,val,source,hagia_sophia,6
02030.png,train,source,colosseum,0
08457.png,val,source,hagia_sophia,6
05808.png,train,source,gaudi_casa_batllo_barcelona,7
04101.png,train,source,petronas_towers,1
00852.png,train,source,rialto_bridge,2
03257.png,train,source,hagia_sophia,6
08882.png,test,source,rialto_bridge,2
08516.png,test,source,berlin_cathedral,5
03920.png,train,source,colosseum,0
01758.png,train,source,gaudi_casa_batllo_barcelona,7
00896.png,train,source,berlin_cathedral,5
07259.png,val,source,st_stephen_cathedral_vienna,4
07133.png,val,source,museu_nacional_dart_de_catalunya,3
06291.png,train,source,petronas_towers,1
08980.png,test,source,colosseum,0
06373.png,train,source,museu_nacional_dart_de_catalunya,3
03653.png,train,source,museu_nacional_dart_de_catalunya,3
07209.png,val,source,st_stephen_cathedral_vienna,4
08511.png,test,source,petronas_towers,1
00443.png,train,source,museu_nacional_dart_de_catalunya,3
07119.png,val,source,st_stephen_cathedral_vienna,4
07520.png,val,source,colosseum,0
08253.png,val,source,museu_nacional_dart_de_catalunya,3
07801.png,val,source,petronas_towers,1
06679.png,train,source,st_stephen_cathedral_vienna,4
04320.png,train,source,colosseum,0
02718.png,train,source,gaudi_casa_batllo_barcelona,7
07276.png,val,source,berlin_cathedral,5
07302.png,val,source,rialto_bridge,2
09716.png,test,source,berlin_cathedral,5
04142.png,train,source,rialto_bridge,2
01131.png,train,source,petronas_towers,1
09426.png,test,source,berlin_cathedral,5
04801.png,train,source,petronas_towers,1
00413.png,train,source,museu_nacional_dart_de_catalunya,3
00661.png,train,source,petronas_towers,1
07548.png,val,source,gaudi_casa_batllo_barcelona,7
05718.png,train,source,gaudi_casa_batllo_barcelona,7
09212.png,test,source,rialto_bridge,2
05651.png,train,source,petronas_towers,1
08191.png,val,source,petronas_towers,1
06893.png,train,source,museu_nacional_dart_de_catalunya,3
08659.png,test,source,st_stephen_cathedral_vienna,4
07868.png,val,source,gaudi_casa_batllo_barcelona,7
02171.png,train,source,petronas_towers,1
01397.png,train,source,hagia_sophia,6
02096.png,train,source,berlin_cathedral,5
04853.png,train,source,museu_nacional_dart_de_catalunya,3
09577.png,test,source,hagia_sophia,6
06678.png,train,source,gaudi_casa_batllo_barcelona,7
04390.png,train,source,colosseum,0
03928.png,train,source,gaudi_casa_batllo_barcelona,7
09797.png,test,source,hagia_sophia,6
07190.png,val,source,colosseum,0
05123.png,train,source,museu_nacional_dart_de_catalunya,3
08238.png,val,source,gaudi_casa_batllo_barcelona,7
07570.png,val,source,colosseum,0
04257.png,train,source,hagia_sophia,6
09090.png,test,source,colosseum,0
04462.png,train,source,rialto_bridge,2
06690.png,train,source,colosseum,0
04088.png,train,source,gaudi_casa_batllo_barcelona,7
06450.png,train,source,colosseum,0
02292.png,train,source,rialto_bridge,2
08816.png,test,source,berlin_cathedral,5
07606.png,val,source,berlin_cathedral,5
07788.png,val,source,gaudi_casa_batllo_barcelona,7
01653.png,train,source,museu_nacional_dart_de_catalunya,3
06397.png,train,source,hagia_sophia,6
06168.png,train,source,gaudi_casa_batllo_barcelona,7
01789.png,train,source,st_stephen_cathedral_vienna,4
04911.png,train,source,petronas_towers,1
07610.png,val,source,colosseum,0
03861.png,train,source,petronas_towers,1
08970.png,test,source,colosseum,0
06539.png,train,source,st_stephen_cathedral_vienna,4
09539.png,test,source,st_stephen_cathedral_vienna,4
04293.png,train,source,museu_nacional_dart_de_catalunya,3
05996.png,train,source,berlin_cathedral,5
05439.png,train,source,st_stephen_cathedral_vienna,4
07376.png,val,source,berlin_cathedral,5
08638.png,test,source,gaudi_casa_batllo_barcelona,7
00219.png,train,source,st_stephen_cathedral_vienna,4
09393.png,test,source,museu_nacional_dart_de_catalunya,3
09431.png,test,source,petronas_towers,1
00248.png,train,source,gaudi_casa_batllo_barcelona,7
06637.png,train,source,hagia_sophia,6
05653.png,train,source,museu_nacional_dart_de_catalunya,3
06691.png,train,source,petronas_towers,1
01867.png,train,source,hagia_sophia,6
08790.png,test,source,colosseum,0
05211.png,train,source,petronas_towers,1
05992.png,train,source,rialto_bridge,2
08298.png,val,source,gaudi_casa_batllo_barcelona,7
01849.png,train,source,st_stephen_cathedral_vienna,4
03616.png,train,source,berlin_cathedral,5
03428.png,train,source,gaudi_casa_batllo_barcelona,7
00158.png,train,source,gaudi_casa_batllo_barcelona,7
05007.png,train,source,hagia_sophia,6
00342.png,train,source,rialto_bridge,2
00379.png,train,source,st_stephen_cathedral_vienna,4
02561.png,train,source,petronas_towers,1
08432.png,val,source,rialto_bridge,2
08400.png,val,source,colosseum,0
01557.png,train,source,hagia_sophia,6
07343.png,val,source,museu_nacional_dart_de_catalunya,3
08368.png,val,source,gaudi_casa_batllo_barcelona,7
07507.png,val,source,hagia_sophia,6
08110.png,val,source,colosseum,0
03377.png,train,source,hagia_sophia,6
02516.png,train,source,berlin_cathedral,5
07137.png,val,source,hagia_sophia,6
02599.png,train,source,st_stephen_cathedral_vienna,4
05759.png,train,source,st_stephen_cathedral_vienna,4
03052.png,train,source,rialto_bridge,2
00807.png,train,source,hagia_sophia,6
09000.png,test,source,colosseum,0
09738.png,test,source,gaudi_casa_batllo_barcelona,7
01990.png,train,source,colosseum,0
00253.png,train,source,museu_nacional_dart_de_catalunya,3
09076.png,test,source,berlin_cathedral,5
04029.png,train,source,st_stephen_cathedral_vienna,4
07491.png,val,source,petronas_towers,1
00960.png,train,source,colosseum,0
00419.png,train,source,st_stephen_cathedral_vienna,4
03423.png,train,source,museu_nacional_dart_de_catalunya,3
09951.png,test,source,petronas_towers,1
06343.png,train,source,museu_nacional_dart_de_catalunya,3
07117.png,val,source,hagia_sophia,6
03478.png,train,source,gaudi_casa_batllo_barcelona,7
07778.png,val,source,gaudi_casa_batllo_barcelona,7
08947.png,test,source,hagia_sophia,6
02739.png,train,source,st_stephen_cathedral_vienna,4
05957.png,train,source,hagia_sophia,6
07493.png,val,source,museu_nacional_dart_de_catalunya,3
03106.png,train,source,berlin_cathedral,5
05632.png,train,source,rialto_bridge,2
05509.png,train,source,st_stephen_cathedral_vienna,4
07593.png,val,source,museu_nacional_dart_de_catalunya,3
08837.png,test,source,hagia_sophia,6
08716.png,test,source,berlin_cathedral,5
03432.png,train,source,rialto_bridge,2
06097.png,train,source,hagia_sophia,6
01170.png,train,source,colosseum,0
08770.png,test,source,colosseum,0
04460.png,train,source,colosseum,0
05666.png,train,source,berlin_cathedral,5
09561.png,test,source,petronas_towers,1
00121.png,train,source,petronas_towers,1
02290.png,train,source,colosseum,0
09008.png,test,source,gaudi_casa_batllo_barcelona,7
06792.png,train,source,rialto_bridge,2
09276.png,test,source,berlin_cathedral,5
00448.png,train,source,gaudi_casa_batllo_barcelona,7
01136.png,train,source,berlin_cathedral,5
02028.png,train,source,gaudi_casa_batllo_barcelona,7
09429.png,test,source,st_stephen_cathedral_vienna,4
08399.png,val,source,st_stephen_cathedral_vienna,4
08486.png,val,source,berlin_cathedral,5
07436.png,val,source,berlin_cathedral,5
09251.png,test,source,petronas_towers,1
07469.png,val,source,st_stephen_cathedral_vienna,4
02377.png,train,source,hagia_sophia,6
02309.png,train,source,st_stephen_cathedral_vienna,4
07497.png,val,source,hagia_sophia,6
01230.png,train,source,colosseum,0
02917.png,train,source,hagia_sophia,6
00381.png,train,source,petronas_towers,1
09606.png,test,source,berlin_cathedral,5
07072.png,val,source,rialto_bridge,2
04033.png,train,source,museu_nacional_dart_de_catalunya,3
02017.png,train,source,hagia_sophia,6
00087.png,train,source,hagia_sophia,6
06589.png,train,source,st_stephen_cathedral_vienna,4
09100.png,test,source,colosseum,0
07569.png,val,source,st_stephen_cathedral_vienna,4
08151.png,val,source,petronas_towers,1
08456.png,val,source,berlin_cathedral,5
02113.png,train,source,museu_nacional_dart_de_catalunya,3
03086.png,train,source,berlin_cathedral,5
03411.png,train,source,petronas_towers,1
05908.png,train,source,gaudi_casa_batllo_barcelona,7
02093.png,train,source,museu_nacional_dart_de_catalunya,3
02011.png,train,source,petronas_towers,1
06576.png,train,source,berlin_cathedral,5
00076.png,train,source,berlin_cathedral,5
02807.png,train,source,hagia_sophia,6
09441.png,test,source,petronas_towers,1
05486.png,train,source,berlin_cathedral,5
07800.png,val,source,colosseum,0
05748.png,train,source,gaudi_casa_batllo_barcelona,7
08473.png,val,source,museu_nacional_dart_de_catalunya,3
06262.png,train,source,rialto_bridge,2
07827.png,val,source,hagia_sophia,6
08371.png,val,source,petronas_towers,1
02499.png,train,source,st_stephen_cathedral_vienna,4
03456.png,train,source,berlin_cathedral,5
05196.png,train,source,berlin_cathedral,5
00191.png,train,source,petronas_towers,1
04970.png,train,source,colosseum,0
02969.png,train,source,st_stephen_cathedral_vienna,4
05261.png,train,source,petronas_towers,1
00152.png,train,source,rialto_bridge,2
07007.png,val,source,hagia_sophia,6
09532.png,test,source,rialto_bridge,2
01581.png,train,source,petronas_towers,1
04160.png,train,source,colosseum,0
09109.png,test,source,st_stephen_cathedral_vienna,4
09691.png,test,source,petronas_towers,1
00217.png,train,source,hagia_sophia,6
08320.png,val,source,colosseum,0
08436.png,val,source,berlin_cathedral,5
04422.png,train,source,rialto_bridge,2
06457.png,train,source,hagia_sophia,6
02406.png,train,source,berlin_cathedral,5
00360.png,train,source,colosseum,0
08142.png,val,source,rialto_bridge,2
05812.png,train,source,rialto_bridge,2
07403.png,val,source,museu_nacional_dart_de_catalunya,3
07186.png,val,source,berlin_cathedral,5
07809.png,val,source,st_stephen_cathedral_vienna,4
01231.png,train,source,petronas_towers,1
09748.png,test,source,gaudi_casa_batllo_barcelona,7
04639.png,train,source,st_stephen_cathedral_vienna,4
04230.png,train,source,colosseum,0
01211.png,train,source,petronas_towers,1
00833.png,train,source,museu_nacional_dart_de_catalunya,3
00290.png,train,source,colosseum,0
02721.png,train,source,petronas_towers,1
04089.png,train,source,st_stephen_cathedral_vienna,4
07533.png,val,source,museu_nacional_dart_de_catalunya,3
00023.png,train,source,museu_nacional_dart_de_catalunya,3
08847.png,test,source,hagia_sophia,6
02702.png,train,source,rialto_bridge,2
02970.png,train,source,colosseum,0
01088.png,train,source,gaudi_casa_batllo_barcelona,7
07863.png,val,source,museu_nacional_dart_de_catalunya,3
08598.png,test,source,gaudi_casa_batllo_barcelona,7
05302.png,train,source,rialto_bridge,2
09969.png,test,source,st_stephen_cathedral_vienna,4
08677.png,test,source,hagia_sophia,6
05267.png,train,source,hagia_sophia,6
08710.png,test,source,colosseum,0
02587.png,train,source,hagia_sophia,6
09632.png,test,source,rialto_bridge,2
05781.png,train,source,petronas_towers,1
06400.png,train,source,colosseum,0
03793.png,train,source,museu_nacional_dart_de_catalunya,3
00517.png,train,source,hagia_sophia,6
09106.png,test,source,berlin_cathedral,5
00207.png,train,source,hagia_sophia,6
02327.png,train,source,hagia_sophia,6
05027.png,train,source,hagia_sophia,6
06071.png,train,source,petronas_towers,1
07460.png,val,source,colosseum,0
04122.png,train,source,rialto_bridge,2
07748.png,val,source,gaudi_casa_batllo_barcelona,7
01496.png,train,source,berlin_cathedral,5
04238.png,train,source,gaudi_casa_batllo_barcelona,7
05418.png,train,source,gaudi_casa_batllo_barcelona,7
07347.png,val,source,hagia_sophia,6
07689.png,val,source,st_stephen_cathedral_vienna,4
07043.png,val,source,museu_nacional_dart_de_catalunya,3
06507.png,train,source,hagia_sophia,6
07859.png,val,source,st_stephen_cathedral_vienna,4
07149.png,val,source,st_stephen_cathedral_vienna,4
02981.png,train,source,petronas_towers,1
04187.png,train,source,hagia_sophia,6
09630.png,test,source,colosseum,0
07241.png,val,source,petronas_towers,1
01633.png,train,source,museu_nacional_dart_de_catalunya,3
01257.png,train,source,hagia_sophia,6
06512.png,train,source,rialto_bridge,2
09183.png,test,source,museu_nacional_dart_de_catalunya,3
08901.png,test,source,petronas_towers,1
08896.png,test,source,berlin_cathedral,5
03681.png,train,source,petronas_towers,1
06520.png,train,source,colosseum,0
06398.png,train,source,gaudi_casa_batllo_barcelona,7
03218.png,train,source,gaudi_casa_batllo_barcelona,7
08149.png,val,source,st_stephen_cathedral_vienna,4
02983.png,train,source,museu_nacional_dart_de_catalunya,3
06159.png,train,source,st_stephen_cathedral_vienna,4
07718.png,val,source,gaudi_casa_batllo_barcelona,7
07750.png,val,source,colosseum,0
09168.png,test,source,gaudi_casa_batllo_barcelona,7
01033.png,train,source,museu_nacional_dart_de_catalunya,3
01806.png,train,source,berlin_cathedral,5
02660.png,train,source,colosseum,0
00771.png,train,source,petronas_towers,1
07127.png,val,source,hagia_sophia,6
08306.png,val,source,berlin_cathedral,5
03011.png,train,source,petronas_towers,1
06010.png,train,source,colosseum,0
06651.png,train,source,petronas_towers,1
02767.png,train,source,hagia_sophia,6
07428.png,val,source,gaudi_casa_batllo_barcelona,7
01108.png,train,source,gaudi_casa_batllo_barcelona,7
01716.png,train,source,berlin_cathedral,5
08398.png,val,source,gaudi_casa_batllo_barcelona,7
07753.png,val,source,museu_nacional_dart_de_catalunya,3
03248.png,train,source,gaudi_casa_batllo_barcelona,7
09580.png,test,source,colosseum,0
07191.png,val,source,petronas_towers,1
09522.png,test,source,rialto_bridge,2
05766.png,train,source,berlin_cathedral,5
07726.png,val,source,berlin_cathedral,5
