reviewText,unixReviewTime,reviewTime,rating,label
Yawn.,1474243200,"09 19, 2016",1.0,-1
"I have loved this movie since the first time I saw it years and years ago.  Anthony Quinn is one of the best actors ever, it's based on a true story, and who doesn't love to see the rotten Nazis made fools of?",1297036800,"02 7, 2011",5.0,1
"It was ok, not the best but not the worst.",1438214400,"07 30, 2015",3.0,0
great condition,1448841600,"11 30, 2015",5.0,1
Favorite actors. Good story. Sexy and funny.,1468627200,"07 16, 2016",5.0,1
Not my favorite movies - some never seen before - DVD new.,1424304000,"02 19, 2015",3.0,0
Truly the masterpiece of the Star Trek Universe. Very good if not excellent acting by actors. I love the very unique way of story arcs crossing over into other episodes. If you truly want to understand good vs evil definitely watch this show.Pure evil is defeated by pure good forces in this series finale.,1416528000,"11 21, 2014",5.0,1
Somewhat entertaining but predictable . A good one time watch .,1445472000,"10 22, 2015",3.0,0
It was pretty good,1451347200,"12 29, 2015",4.0,1
"This movie wasn't the best movie ever, but it wasn't the worst.",1445472000,"10 22, 2015",3.0,0
"This movie had an excellent cast and they performed very well (no surprise with names like Meryl Streep and Julia Roberts).  The story was good and I enjoyed the movie, l but I have to admit that I expected more from the ending.  I understood the message of the movie, but I wish it would have ended a little differently.",1406246400,"07 25, 2014",3.0,0
My kind of movie,1463184000,"05 14, 2016",3.0,0
"This is another one that is not honestly advertised. The reason I bought this was that a certain actress would appear in it. Nope !!Terrible storyline, lousy transfer. Ripped off again. Can I give it a ZERO ?",1508025600,"10 15, 2017",1.0,-1
"This is one I came real close to giving that one star.Horrible mix of Dracula & E.A. Poe, very bad decision to green light this one.",1504137600,"08 31, 2017",2.0,-1
Movie was very funny and filled with normal tarantino wild and crazy direction. All the actors were great and the movie was very entertaining,1395446400,"03 22, 2014",5.0,1
"This movie is just plain bad: bad directing, bad acting, bad writing, bad production. I wouldn't recommend it to anyone.",1390089600,"01 19, 2014",1.0,-1
Good movie!,1447372800,"11 13, 2015",3.0,0
"Fun idea for a movie, especially for football fans. Although it was interesting to look at professional football when it was just getting started, the story line itself fell short of being interesting. The comedy just didn't seem to come through for me. Also, there were a few too many times when the actors just looked at each other...boring.",1411084800,"09 19, 2014",3.0,0
Could not sit through it... Did not keep my interest... Very slow moving story.,1406419200,"07 27, 2014",1.0,-1
"This is an average video to keep cats entertained, not as engaging as I had hoped. My cat seemed more interested in the Cat music video than the rest of it. Overall, I'd say that it keeps him engaged/entertained when he's in the mood to watch it. He prefers us to watch it with him-I was hoping for something that would keep him interested when I'm not home/busy.",1176163200,"04 10, 2007",3.0,0
Could have done much more with the concept of what a human being could do with 100% of his/her brain capacity both good and evil.,1426636800,"03 18, 2015",3.0,0
"I'll admit I had my doubts about a re-make or sequel to the classic Mad Max movies. It's hard to match the Tina Turner and Mel Gibson duo, two actors with undeniable movie presence. But Charlize Theron does a great job of playing a major role in this one and it actually is a good movie. It's definitely worth paying for.",1441152000,"09 2, 2015",5.0,1
Pink Floyd the wall need I say more. It's a classic that will never tire. A must own video,1503619200,"08 25, 2017",5.0,1
"If you've read the books you'll say it's mostly accurate, but nothing really spectacular. If you haven't read the books, you'll scratch your head and wonder what just happened. I've read the books and the movie is OK. They should have made it longer or made it two movies. There seems to be a trend in action movie making these days. Slap together some highlights, who cares about content and making the story flow.",1395014400,"03 17, 2014",3.0,0
Awkward.  Situations were clichs.  Dialogue flat.  I couldn't seem to care about the characters.,1433721600,"06 8, 2015",1.0,-1
Although I've read terrible reviews about this movie I thought it was relatively amusing.  Nothing incredibly funny but then again it wasn't a pure stinker either.  The whole movie was pretty well strung together...not a bad movie for the whole family to enjoy.  I thought Laurel & Hardy despite their age were very good in this one.,1072137600,"12 23, 2003",3.0,0
Nope...,1429920000,"04 25, 2015",2.0,-1
This series wasn't too bad but it was more like part soft porn soap opera and part cheesy romance novel. It would've been much better if most of the explicit sex scenes were removed entirely and they let the story line and the actors/actresses be the focus.  The later episodes were much better than the first two or three.  Not a series I would buy again and not interested in seeing any future seasons of this series.,1465171200,"06 6, 2016",2.0,-1
The first 35 minutes I would give 4.5 or 5 stars then the film falls off.  It is a shame that the rest of the film does not keep pace with the first 35 minutes.  But still a fair film to watch,1380672000,"10 2, 2013",3.0,0
not bad not great decent evening,1473552000,"09 11, 2016",3.0,0
this is a well done flick the actors are awesome and one of the funniest movies I have seen by these 2 guys,1369353600,"05 24, 2013",5.0,1
Save your time even more and watch the entire series of walking dead.,1427760000,"03 31, 2015",1.0,-1
Jeremy Brett is such a great Holmes; very skilled actor. I've watched the programs on PBS many times and STILL like to watch them.They're true to the original Conan-Doyle stories.,1427328000,"03 26, 2015",5.0,1
"A rather interesting movie but dull.  The acting wasn't bad, it was the story itself.  It was a request from one of my young relatives.  Next time I will listen to instinct and rent rather than buy.",1416700800,"11 23, 2014",3.0,0
It's not a bat show....but fun to watch,1462752000,"05 9, 2016",2.0,-1
price was fair video quality was good movie was bad,1446076800,"10 29, 2015",2.0,-1
Lots of action.  Easy to follow (and jump ahead)  story line.  If you have a couple of free hours and want to see a somewhat extreme plot about survival and  government involvement in an individual's life...you might enjoy the movie.John R,1373414400,"07 10, 2013",3.0,0
"my 4 year old LOVES this movie.  LOVES IT, we have watched it 20 times or more!",1426204800,"03 13, 2015",5.0,1
"This movie sequel didn't hold my attention the way that the first one did (Clash of the Titans). It seemed as if the characters weren't  well-defined or really cared about being in the film. By the ending, I didn't care that much what happened to any of them or if they accomplished their mission.",1399593600,"05 9, 2014",3.0,0
"Starts out with a good premise but gets muddled and the ending raises more questions, all of which remain unanswered.",1399680000,"05 10, 2014",3.0,0
"Not as good as the sequel, but a humorous distraction.",1440115200,"08 21, 2015",3.0,0
Classic story of redemption.  Great dialog.  Excellent actors.,1418860800,"12 18, 2014",5.0,1
Absolutely a fabulous movie.  All the actors were amazing. Definitely worth watching.,1468540800,"07 15, 2016",5.0,1
Stupid. Couldn't watch all of it. It was that bad.,1413158400,"10 13, 2014",1.0,-1
"exceptionally engaging, terrific actors and plot.",1461715200,"04 27, 2016",5.0,1
"I suppose children will like it but, really, it is very poorly done.  The music is annoying so beware parents--it gets into your head.",1406851200,"08 1, 2014",1.0,-1
Waste of time.,1431907200,"05 18, 2015",1.0,-1
informative,1407628800,"08 10, 2014",2.0,-1
B budget movie.  Willis must be hurting for money.,1435363200,"06 27, 2015",1.0,-1
pretty funny,1467072000,"06 28, 2016",3.0,0
Was not what I expected.,1464048000,"05 24, 2016",3.0,0
"Unknown actors, interesting story. I stayed awake!",1481846400,"12 16, 2016",4.0,1
The DVD arrived in a few days from the day I ordered it in excellent condition.  I ordered two and these are to be Christmas gifts.  I have the VHS version and watch it over and over.,1412985600,"10 11, 2014",5.0,1
"Liked this so much I went home from the movie theater and placed a pre-release order for it.  Lots of my favorite actors, great (and true) story line, great attention to period details in costuming and set dressing.",1457395200,"03 8, 2016",5.0,1
The picture quality is great and the acting is actually surprisingly good (from MOST of the actors) for such a old and low budget movie. Its not as over the top as most other films in this genre. This is still worth a look at if your a fan of these films,1417219200,"11 29, 2014",4.0,1
A bit cliche but the leads are good and the story stays interesting.,1413072000,"10 12, 2014",3.0,0
"It seemed disjointed, going from one session to the next. Acting was okay.",1438214400,"07 30, 2015",3.0,0
Very depressing. Acting good.,1469923200,"07 31, 2016",3.0,0
"We got the first few episodes of this because we liked the leading actress in it (also on Friday Night Lights - which I highly recommend to adult audiences).  This series was just a little too sick for me.  I don't mind some creepiness, but there was too much in here that was just plain ""sick"".  We quit after 2 episodes.",1322352000,"11 27, 2011",1.0,-1
As expected.  Very nice.,1438905600,"08 7, 2015",5.0,1
Very hard to hear,1415145600,"11 5, 2014",3.0,0
Kept you on the edge of your seat!  Great actors...,1415145600,"11 5, 2014",5.0,1
"Terrible movie, I knew this was good to be bad but nothing compared for this. So far from fake. Can not believe the actresses who played in this movie. I like most of them but after this makes me look at them different.",1377043200,"08 21, 2013",1.0,-1
I found it watchable but it's been a while and I don't feel compelled to throw it into the Blue Ray player,1361059200,"02 17, 2013",3.0,0
A great movie pilot for one of the best TV sitcoms in television history.,1465516800,"06 10, 2016",5.0,1
great actors that were perfect for the characters. I wanted to be in the middle of it!,1476748800,"10 18, 2016",5.0,1
"Some movies you'll never forget. They go deep.This is one of them.A story about life - how we need to cope with its ups and downs; everybody in his own way. Some make it through, some don't.A great story with wonderful actors.",1102636800,"12 10, 2004",5.0,1
"This movie was good, but at times a little hard to understand because of the way Philip Seymour Hoffman speaks. Interesting turn of events-ending is a surprise.",1454976000,"02 9, 2016",3.0,0
"It was okay, kind of predictable, but unrealistic.",1431388800,"05 12, 2015",3.0,0
Worth watching. Ending was lacking.,1469923200,"07 31, 2016",3.0,0
Such a brilliant movie! It's moving gripping and has hat shock factor,1500163200,"07 16, 2017",5.0,1
It was not something I thought it was.  I did not finish the movie. Maybe I'll like it better a second time around.,1420070400,"01 1, 2015",2.0,-1
i love this story and the actors did a great job bring it to life!,1512259200,"12 3, 2017",4.0,1
Cool movie and actors..great plot...fun and worth the cost if only to see the dinosaur fight with the giant gorilla...yea!,1252713600,"09 12, 2009",4.0,1
God...that was as bad as the last transformers movie.,1431734400,"05 16, 2015",1.0,-1
Terrible movie.  Doesn't follow the Bible.  3D is poor.  Skip this movie!,1433462400,"06 5, 2015",2.0,-1
I thought it was a tender story with a sensitive subject and well portrayed by the actors.  A quality movie.,1386374400,"12 7, 2013",4.0,1
"I didn't get it, it seemed that something was missing, but I just didn't know what it was, hopefully other people might get it!?!?!",1364169600,"03 25, 2013",1.0,-1
Love this movie. Was a child favorite and still makes me laugh.,1440720000,"08 28, 2015",5.0,1
I watch this quite often or just play it for the music while working. Can't get enough.,1409788800,"09 4, 2014",5.0,1
"This DVD looked and sounded great; the surround sound put you right in the middle of the fire scenes. Unfortunately, I couldn't get involved in the very simplistic story. The only thing different about the film was the non-linear timeline. Everything else was by the numbers, including the performances. But, if you have a good home theater system, it would be worth a rental.",1116892800,"05 24, 2005",3.0,0
To slow and predictable,1446681600,"11 5, 2015",1.0,-1
I was completely let down by this season. I kind of wish it never happened. Hopefully season six will get bring it back to being an awesome show.,1363824000,"03 21, 2013",1.0,-1
Not up to par for Nick!,1459296000,"03 30, 2016",3.0,0
Of course the book is better.,1430092800,"04 27, 2015",3.0,0
"Was great, scary I thought!",1430352000,"04 30, 2015",3.0,0
actors were great. direction awful. writing not great either,1455580800,"02 16, 2016",1.0,-1
ok,1479945600,"11 24, 2016",3.0,0
Absolutely worth watching. A true twist of acting for Brosnan. At first we thought this character was just not going to fit within his personality. Wrong. Wonderful acting by all members. Neat storyline. Jovovich is one of my favorite actors. She did a fantastic job as well. A must watch for Jovovich and Brosnan fans.,1444608000,"10 12, 2015",5.0,1
Not really worth watching story is slow and makeup is extremely bad,1456531200,"02 27, 2016",1.0,-1
One of his best....,1408233600,"08 17, 2014",5.0,1
Seen this movie at least a dozen times.  Never tire of it.  Decided it was time to own my own copy.,1366675200,"04 23, 2013",5.0,1
"I find all of the Harry Potter films to be good family fun, and this film is no different.  It is hardly a masterpiece, and it has nothing new to offer.  It does't even break any ground in any aspect of film making.  What it is good for is entertaining the grand kids, and for that it deserves three stars.",1206316800,"03 24, 2008",3.0,0
not as good as the first but still very interesting.,1428969600,"04 14, 2015",3.0,0
"DVD transfer excellent, but story line just OK.  Both Hope and Mickey have better films out there for us to watch.",1381795200,"10 15, 2013",3.0,0
Nothing spectacular.,1415577600,"11 10, 2014",3.0,0
"This movie really was bad.  Really cheesy and stupid.  What was she thinking?  The first movie was great, stop there and don't go any further.",1438300800,"07 31, 2015",1.0,-1
Ridiculous. Don't waste your time,1410739200,"09 15, 2014",1.0,-1
"This Item (along with several others), arrived before the delivery date. I LOVE the movie. It compares strongly with Kristen being in the movie 'Twilight'. She and the other actors never disappoint. This movie is good enough to be a series. I've watched it several times already and can watch it many, many more.",1352073600,"11 5, 2012",5.0,1
You'll love it. You must get it and watch it. You will not regret it I promise you. Just do it.,1395619200,"03 24, 2014",5.0,1
I was so impressed with the lead actor. He was so perfect for the role. His older version was just the right one for his role as well. Will share this with many who have not yet read the book.,1365379200,"04 8, 2013",5.0,1
was a good movie worth watching kevin heart is very funny and old actors are too must watch this. 5 stars,1397174400,"04 11, 2014",5.0,1
"For Star Trek fans this is exciting , story lines and special effects - realism all done great in this movie.",1405555200,"07 17, 2014",3.0,0
"Super boring and pointless. This is a tedious series of scenes where nothing happens.  I'm sick and tired of filmmakers who have no story to tell and think that they need to waste two hours of the audiences life just to boost their own ego. Don't waste your time on this one, it's like watching paint dry.",1408924800,"08 25, 2014",1.0,-1
"I only bought this for nostalgia reasons for North Shore.  Yeah, it's not a quality movie and has bad acting, but I like it anyway.  I ended up watching Blue Crush as a result of getting it for free and I liked that movie too.  And it has a little better acting in it.",1284854400,"09 19, 2010",3.0,0
Can't say anything bad about this movie. It's a classic that will last forever. Nice being able to see it in color or black and white.,1389830400,"01 16, 2014",5.0,1
"What a great film, It leaves me to imagine what they could do with it today. It was also nice to have the alternative endings and see what the direction it really was taking had the public at the time been more open minded.",1406505600,"07 28, 2014",5.0,1
LOL.,1452384000,"01 10, 2016",1.0,-1
"Seasons 1-2 get a full 5 stars. They're sad, funny, and clever.Season 3 gets a -5 stars, the ""Lisa Season."" The ""Joe Lies, Joe Lies, When He Cries"" actress from Say Anything. REALLY, no one cares about this character.Seasons 4-5 gets 2.5 stars. Too depressing. No humor. You end up disliking main characters.Series just plummets after the 2nd season and continues its death spiral, no pun intended.For a series that began with so much promise, it ultimately ends up not being worth the time to finally...FINALLY...get to the conclusion. And we waited 50+ episodes for the LAZIEST ending ever?! Did they run out of money or did the producers intentionally choose to copy Al Pacino's death in Godfather 3 multiple times? Each character gets a 10 second send off that creates all kinds of questions.Ole timeless George, twenty years in the future and he hadn't aged a day...do we assume his mental illness was just a temporary condition? Are the producers that big a proponent of electric shock treatment? Really unlikely that Ruth would have still been with George. Baffling.Do we assume that Keith and David couldn't make it work after all? Keith owns an armored car (his name's on it) and is making a delivery to the First Back of India. Did he move there? David would be 60 when this happens so do we assume he closed the business and moved out of the country leaving their two adopted sons behind?) So the big love story is just a bust after all? 14 years later David keels over just before seeing Keith again? Huh?Our group applauds the comic genius around Brenda's death...Billy finally bores her to death...literally...hahah...Billy really was that boring though. Everyone watching this episode was literally on the floor laughing at Brenda's death and we watched her final eye roll at least ten times...was it supposed to be THAT funny?By the time Clare dies I guess the family's forgotten all about her? No one there to welcome her into the next realm? Really? What a blown opportunity to show that the family, all young, healthy, and happy, were right there awaiting her arrival. But no, she dies completely terrified and alone...or was she just severely constipated? Our group was mixed on this. Love the pic on the wall of the old David and the young Keith...uh...that makes no sense whatsoever.What about Miya? Guess she lived forever?If you have NOTHING else to do, watch the first 2 seasons, enjoy them while they were good, and then move onto something else. Season 3 was a total throw away (NO ONE CARES ABOUT THE LISA CHARACTER) and 4-5 are just slow and depressing. And the abrupt unoriginal lazy ending is an insult, both to the characters and the viewer.",1519084800,"02 20, 2018",2.0,-1
Okay movie...I was disappointed as I expected more after the reviews I had read and the awards won by this movie.,1396742400,"04 6, 2014",3.0,0
It is not what I expected. I did not like how it was organized.,1419465600,"12 25, 2014",1.0,-1
GOOD MOVIE TO ADD TO THE COLLECTION,1518480000,"02 13, 2018",3.0,0
great wwII movie.,1470614400,"08 8, 2016",5.0,1
Good movie I would have hated fighting in the mud. Great actors. A sad movie! Worth watching! World war ! was a disaster for both sides,1493942400,"05 5, 2017",4.0,1
Good but not great.  Ending was very good.,1414454400,"10 28, 2014",3.0,0
"Very good, excellent actors.",1446336000,"11 1, 2015",5.0,1
"Every mother and daughter should see this movie, with a big box of tissues.  Never can decide which woman I relate to most.",1362268800,"03 3, 2013",5.0,1
Well produced but only an average overall movie.  Too much like some of the others.,1424908800,"02 26, 2015",3.0,0
Really disappointed.  Thought Cameron would be funnier.,1426809600,"03 20, 2015",1.0,-1
i have owned the movie for years but when I heard it was in color I had to have it and it was at a great price  thank you,1420588800,"01 7, 2015",5.0,1
Was okay. Weird ending!!!,1481241600,"12 9, 2016",3.0,0
Quite interesting but not sure if I truly enjoyed it due to gory scenes.,1453939200,"01 28, 2016",3.0,0
"Now this I can deal with and keeps me entertained, but then again Chow is one of my favorite actors. thanks",1371081600,"06 13, 2013",5.0,1
Fun but ...(spoiler alert will share some plot),1423267200,"02 7, 2015",3.0,0
Too over the top and ridiculous. The first was much better.,1415664000,"11 11, 2014",3.0,0
it was ok,1478649600,"11 9, 2016",3.0,0
Grade B movie,1418428800,"12 13, 2014",3.0,0
My kids will enjoy this clean movie,1421539200,"01 18, 2015",5.0,1
Not near as good as cars.,1409616000,"09 2, 2014",3.0,0
"Ok movie, not one I would watch more than once though.",1424476800,"02 21, 2015",3.0,0
Love it,1461542400,"04 25, 2016",5.0,1
"What a movie. Crazy , all over the place kind of ride..that is Quentin Tarantino for you. Tons of actors, cameos etc. Leonardo Dicaprio was beyond excellent, as well as Jamie Foxx. You won't be disappointed.",1367107200,"04 28, 2013",5.0,1
The acting and directing sucked. Had potential. To many scenes like the actors had no idea what to to. And needed sound editing. Had potential. Some great effects but again the characters were lost.,1473206400,"09 7, 2016",2.0,-1
Would not recommend.,1417392000,"12 1, 2014",1.0,-1
Very nice romantic comedy.,1480982400,"12 6, 2016",5.0,1
Excellent comedy and the last 10 minutes is non-stop laughter,1440633600,"08 27, 2015",4.0,1
A very disappointing film with stilted acting for such a good cast.,1418169600,"12 10, 2014",2.0,-1
go kevin,1427500800,"03 28, 2015",5.0,1
Not a movie - documentary only!! Wasted money on this one.,1431648000,"05 15, 2015",1.0,-1
This movie was surprisingly excellent! It was very funny and kept our interest throughout the movie.  It was very well-acted and is a very well made movie.  It stars well known actors as well as famous stars that are known for playing mafia mob characters.,1473638400,"09 12, 2016",5.0,1
"I saw this as a youth and loved it. However, as an adult I found it lacking in many ways.",1363046400,"03 12, 2013",3.0,0
"I am impressed with the writers. They deal with the issues of our time by developing characters that struggle with maintaining integrity, honesty, and family values.  This is so refreshing... in a sea of programming that seems to value these traits less and less.  This show makes me think!  Love the actors...top-notch.",1368144000,"05 10, 2013",5.0,1
I thoroughly enjoyed this version of one of my favourite novels. Both of the main actors gave credible and passionate performances to their characters.,1219881600,"08 28, 2008",5.0,1
A tear-jerker but great actors in the cast!,1405382400,"07 15, 2014",5.0,1
"I found this movie to be not as funny as expected.  The story is great, a kid and his teddy bear being his only friend and such but all the cussing and crude humor was a little much.  The bear sounds like peter griffin and Mr. Punishment rolled up into one, kind of hard to see it as a movie in itself and not another episode of family guy.  The comedy was good at the beginning but got very old after awhile.  If they would have improved the comedy and cut out the stale jokes it could have been a fun movie.",1355616000,"12 16, 2012",3.0,0
"Stargate is never intellectually engaging. Lots of shooting, silly plot lines (even the actors seem to have a tough time keeping a straight face in the face of some of the plots). But it won't tire your brain. There are hundreds of better things to do with your time than to run off the clock watching Stargate but sometimes a little mindless entertainment is what you need.",1389139200,"01 8, 2014",4.0,1
"I thought eventually we as the audience would learn what ""traditions"" and ""rules"" are in place, but we never do. I suppose we could guess at a couple but, some of the hints at these ""rules"" and ""traditions"" don't make sense. I was very confused at what the whole point was. Cannibalism was greatly exaggerated throughout the entire movie and some of it was an ""seriously?"" moment. Example....you find out something life changing and act as if you were being told a story or that the weather is turning bad. That's the reaction? I was seriously disappointed at what could have been a decent enough movie. I love amateur movies and I even like a lot of low budget films and I try to be fair considering what the director and actors and actresses work with. The acting was meh but the entire plot was very ridiculous.",1456617600,"02 28, 2016",1.0,-1
"Classic, classic from beginning to end; the actors in this did such a great job of dragging your emotions in the right direction throughout the entire film, and scared you when you needed to be and sad at just the right moment. This classic takes me back to my first drive in movie at the young age of six maybe seven, and now I get to share it with my children and they love it and have watched it time and time again.",1384905600,"11 20, 2013",5.0,1
Slow moving,1417305600,"11 30, 2014",2.0,-1
THOUGHT I LIKED THIS MOVIE BUT IT IS TOO DATED AND BORING,1494460800,"05 11, 2017",1.0,-1
Please trust in the kindness of a stranger do not watch this movie it sucks on so many levels even with its all star cast. 2 hours you will never ever get back buyer beware.......,1392508800,"02 16, 2014",1.0,-1
Fun action sci-fi film. No real connection to the characters though.,1466726400,"06 24, 2016",3.0,0
Boring,1481673600,"12 14, 2016",2.0,-1
THIS MOVIE  IS excellent. I like science fiction if believable and this one is.t  The are a lot of well known actors. The plot keeps you wondering will it really happen.,1407888000,"08 13, 2014",5.0,1
"Great series, will there be a Season 3? Excellent actors.",1466812800,"06 25, 2016",5.0,1
Was okay,1433721600,"06 8, 2015",3.0,0
Nice family movie! Andy Garcia great actor! Great cast! You'll love this movie! They don't make them this anymore!,1421625600,"01 19, 2015",5.0,1
"I read all the critics' reviews saying this is a good movie, and really did not want to believe any of them, as the whole idea behind the movie seems lame.  But I was glad to be wrong.  I see them making a sequel to this one...hopefully they can keep all the same actors.",1390867200,"01 28, 2014",5.0,1
This movie starring Kurt Douglas is a classic that you can watch over and over again as the years pass. It will remain a classic through time.,1387497600,"12 20, 2013",5.0,1
"I had my doubts about Keanu's ability to move into a dramtic role. But then again I'm deaf so I have to wait for movies to come out on DVD and subtitled. I sure felt his pain throughout the film as he portrayed the emotion quite well. He also did a wonderful job of displaying grace under fire and Love through the flame of directed hate and anger towards him.This is a wonderful movie and being a guy I had to ask myself what would I do in his position? Pretty much what he did sadly even though I wanted the best for him and Aitana Snchez-Gijn who just blew my socks off. This actress knows how to use a look in the most subtle way saying volumes without a whisper.If you are a guy and watch this and if you have not shed a tear of joy by the end of the movie then your heart is stone cold. ( NO I'm not fricken gay) The core of the movie is about Love, Love of Family, honor and dropping the macho crap and learning to love.There's nothing bad about this movie. It has everythting good in it.  I liked it across the board. I'll watch it again and again.It was wonderfull to see Anthony Quinn in this film as he used his age to the characters benefit. The old mans wisdom was as heart warming as can be. I don't think anyone else other than Anthony Quinn could have pulled this off near as well. You simply wish you had him in your family too.",1296950400,"02 6, 2011",5.0,1
"There were a few very funny moments, but not enough to earn five stars in my opinion.",1413158400,"10 13, 2014",3.0,0
Meh...,1475107200,"09 29, 2016",3.0,0
"This movie is not about an election per se, but it serves as the backdrop for a series of cliched high school students and the dysfunctional parents and teachers.",1385683200,"11 29, 2013",3.0,0
"I never saw this movie until recently.  I purchased it for my best friend, as this was her favorite movie growing up and she had not seen it in years.  She was so excited to get it for Christmas and told me she has watched it many times already.",1383436800,"11 3, 2013",4.0,1
As described and quick delivery.,1416960000,"11 26, 2014",5.0,1
"Sometimes a movie can be so bad it's laughable and you stick with it - maybe even make a game out of it, a'la MST3K.This movie is so bad you cannot even laugh at it.  The only redeeming quality, I didn't have to pay for it.  Thank you Prime.",1424908800,"02 26, 2015",1.0,-1
"I liked Ted, so I bought this because it looked funny. It wasn't all that good. I guess it was ok, I should have rented it, though. If you're a fan of How I Met Your Mother, you'll really like this one. If you are more of a family guy fan, probably not.",1419465600,"12 25, 2014",3.0,0
little ones in any place will love this one for sure,1432944000,"05 30, 2015",5.0,1
I like Kate Beckinsale I mean who doesn't?  but this movie struggled to keep me interested!  I would say it is average at best!,1362096000,"03 1, 2013",3.0,0
Good movies . They were all talented singers. I love this era,1425513600,"03 5, 2015",5.0,1
I love the main actress but this story sucked.....,1435968000,"07 4, 2015",2.0,-1
very weak in production and acting,1433030400,"05 31, 2015",1.0,-1
Not bad.,1437350400,"07 20, 2015",3.0,0
Full female nudity. Movie was average.,1496534400,"06 4, 2017",3.0,0
The boys in the movie were really good...that kept my interest and made it believable.  For times and area...interesting for those who never lived that way.,1379203200,"09 15, 2013",3.0,0
Good action and interesting  stories. Don't  confuse this show with  real life. It borders on comic book  fantasy.,1438992000,"08 8, 2015",3.0,0
"Wow... talk about bad acting. I realize I'm reviewing a zombie movie, but would it kill the producers to find a mediocre actor at least? The guy who played Brian was awful. The guy who played Daniel was okay, but most of the movie centered on Brian. Honestly, at times, I was really hoping Brian would get killed off.On top of all this, the first 20 minutes or so had almost no dialogue. Again, I realize it's a zombie movie, but some dialogue is better than none, especially when the first 20 minutes are flat-out boring.The only reasons I gave this 2 stars and not one is because the setting was different and the special effects for a low-budget film were pretty good. Still, I can't recommend this. It was really bad.",1339113600,"06 8, 2012",2.0,-1
Kinda gross.  Another one from this series is way better.  Not worth paying much for...,1428278400,"04 6, 2015",3.0,0
So So.,1411516800,"09 24, 2014",3.0,0
a reason that its the most expensive christmas carol is simply because its the best one,1447977600,"11 20, 2015",5.0,1
to add to our collection,1514851200,"01 2, 2018",3.0,0
Love all of Brad's movies and think he was a terrific actor in this movie and a great story it was,1366675200,"04 23, 2013",5.0,1
I own this movie and watch it on a regular basis. It is a story of two people meeting and falling in love amid family culture and a war that is always attempting to keep them apart. A warm and loving story of how love can separate and unit two people who must battle the odds of family culture and a time of war. This movie is one that pulls at the heart and hope for this couple and the many couples caught up in the tragedy of war and need for love.,1401667200,"06 2, 2014",5.0,1
ok,1426636800,"03 18, 2015",3.0,0
Not that great,1446076800,"10 29, 2015",3.0,0
"I ordered this because I have liked other Sherlock Holmes, but not being a fan of Robert Downey Jr. I just don't care for it.  If you are a fan of both Jude Law and Robert Downey Jr. then you would like it I'm sure. It's not a bad movie so I would recommend it for fans of both actors- I just didn't like it.",1358467200,"01 18, 2013",4.0,1
It was as if I were reading the book the second time.  That's good.  Loved the actors.,1409616000,"09 2, 2014",5.0,1
i read the book and it follows the  novel very closely. Ashley Judd (not a great actress) did a decent job.,1466035200,"06 16, 2016",4.0,1
Little slow and very predictable but despite it all I enjoyed the movie.,1447286400,"11 12, 2015",3.0,0
"A lot of action but kind of lacking a more than primitive plot. If you've seen Mel's versions, I recommend stopping there.",1453507200,"01 23, 2016",2.0,-1
Funky Not Great but watchable. Broke version of a men in black for the dead. Wait for Prime to watch it.,1383436800,"11 3, 2013",2.0,-1
"My husband loves every action movie as long as it has explosions and car chases. Well, he really thought this one was over the top ridiculous so that should be enough said. Don't waste your time.",1416355200,"11 19, 2014",1.0,-1
"My son doesn't care for these DVD's.  They are more easy going and relaxed sounding.  He likes more of upbeat music.  Good songs though.  Overall, C- rating for me!",1230336000,"12 27, 2008",3.0,0
"REAL PIECE OF GARBAGE, SAVE YOUR MONEY.",1433548800,"06 6, 2015",1.0,-1
"Way too sweet, and a bit too preachy. Acting is poor and script is awful. Young kids might like it but as an adult I did not even finish the show.",1400544000,"05 20, 2014",1.0,-1
Just okay nothing to rave about. This should be a prime video option. Don't waste your money.,1414627200,"10 30, 2014",2.0,-1
Interesting promotional film,1438819200,"08 6, 2015",2.0,-1
It was different.  I did enjoy it.,1443139200,"09 25, 2015",3.0,0
ugh,1409616000,"09 2, 2014",3.0,0
"Just a pretty sorry movie. Bad language, bad everything. Bad grandpa!",1425254400,"03 2, 2015",1.0,-1
"This isn't a high budget movie here guys so don't get your hopes way up.  It is, however, a fairly entertaining popcorn flick.  The acting is decent but the ghosts lack the scare factor.  Overall okay show.",1379980800,"09 24, 2013",4.0,1
