reviewText,unixReviewTime,reviewTime
a very good movie to me. I can watch this over and over. buy this it is good for any movie collection.,1399939200,"05 13, 2014"
The book is definitely worth reading. The movie however was horrible.,1412208000,"10 2, 2014"
Great action and suspense.I like the new guy. Big future for him.  He has 1960s good looks and chafm,1358035200,"01 13, 2013"
The acting,1471824000,"08 22, 2016"
"Most of the elements of a really good (or bad, depending on how you look  at it) B-movie are in place here.  The acting is bad, but in a funny, campy  sort of way.  The monsters look kind of cool yet, at the same time,  hilarious.  The irrational actions of both humans and monsters are also a  great source of amusement in this film.  The movie begins right in the  middle of the crisis, wherein the slime monsters have invaded L.A. and  built a wall around the city, but as the scientist and his two daughters  are explaining this horrible apocalyptic situation, they are acting as  though they are going to a tea party.  An episode of hysteria breaks out at  one point as a man the group hardly knows is killed by a monster, yet when  the scientist's daughter is dragged away by the monsters, no one shows any  emotion at all.  Her boyfriend, who is at fault for the occurence, acts  about as upset as if he had just spilled a glass of water.  Maybe not even  that upset.  Some of the monster death scenes are so silly that I had to  rewind the tape several times to watch them over and over again.  These are  just a few of the things I found funny about this movie.  Cheesy B-movie  fans really need to see this one.  It's a very good bad movie!",968198400,"09 6, 2000"
"Movie Summary:  This is the legend of King Arthur as told by author Marion Zimmer Bradley in her book of the same name. It focuses on the women of Camelot and their pagan religion. It shows the changes it goes through as the people of England embrace Christianity.My Opinion: I was hoping for steel on steel action with knight facing knight but instead I got religion versus religion and priest facing priestess. I knew that this version was based on Marion Zimmer Bradley's book, but I did not know that it focused primarily on the women of Camelot and their religion. Avalon it turns out is a hidden island that is the home of the religion that worships the goddess of the earth. They train priestesses here and then send them out into the world to meddle in the affairs of men. Some people may find this interesting, but I was set to see King Arthur and got this instead. The three main actresses do a very good job. Julianna Margulies especially is very good as Morgaine. It's no surprise that Morgaine is portrayed as a victim and not the evil priestess that she is in other versions of the King Arthur legend. Anjelica Huston and Joan Allen also give good performances. In the end it was a long 183 minutes and I was left wanting some action.DVD Quality: Video: Widescreen anamorphic - 1.85:1  Sound: DD5.1 Extras: Deleted Scenes, Photo GalleryWhat You Should Do:  If you are a King Arthur purist you should skip this one. This is the story of the women of Camelot. It is written from the woman's point of view, which is quite different in this story.  It focuses mostly on the women and their religion, not on Arthur and the fighting. For some good Arthurian action check out Excalibur instead.Related Movies To Check Out: Excalibur, A Knight's Tale, Monty Python and the Holy Grail",1014336000,"02 22, 2002"
Another great Dean Jones family friendly film that is classic Disney.  A fun film to watch with your kids.,1407974400,"08 14, 2014"
I couldn't get past - The video replay was split screen'd !,1526947200,"05 22, 2018"
"This two pack is a great deal for the first two Bond films with Daniel Craig.  Without a doubt, Daniel Craig plays James Bond better than any of his predecessors.  His cold, focused approach to his position in a kill-or-be-killed world makes him highly believable.",1395446400,"03 22, 2014"
If you know the Bible at all you would see the things that was not acumate. Sometimes people think that changing the truth to make the movie more exciting makes more monet but stick to the facts and that would make for a great movie then money would follow. As a fiction not to bad,1437523200,"07 22, 2015"
Great story about a saddened man over his wifes' demetia and a new neighbor and her son trying to make a new life together during a bitter divorce. The son in particular is a great leveler in this movie,1425945600,"03 10, 2015"
"It is difficult to bring the Bible into modern times other than by application. I believe that was the intent of the producers. I would not need to see it again, but it held our attention.",1394928000,"03 16, 2014"
"This movie is a Classic and a Treasure to own.  Bing Crosby and Danny Kaye brings back the fun and laughter, along with the great music and singing, that a movie should always have. The arrangements of the sets as well as the songs just makes you want to be a part of the movie, and before you know it, you might be singing right along with them.  I know that this movie is not exactly all about Christmas, but the ending sure makes you feel what Christmas should be all about when the cast ends singing with the title ""White Christmas"".",1304726400,"05 7, 2011"
Great acting. Historical relevance .,1442102400,"09 13, 2015"
"BORING BORING,to slow to develope,only watched about 15 minutes then pulled the plug. A waste of time and money!",1419379200,"12 24, 2014"
"I was kind of disappointed, I thought this movie would have been better.  It was ok but definitely stretched the imagination as far as action movies go.....If you want to see a good Costner movie = skip this and go Watch Mr. Brooks it's far better than this one.",1403913600,"06 28, 2014"
I am a Grandmother of 3 and I LOVE this movie...I enjoy watching it alone AND with the Grandchildren....Very entertaining...recommend for all ages...,1373760000,"07 14, 2013"
I have to agree with the reviews given by most everyone else. I could watch only episodes 1&2 and half of 3. After Don Knox left the show the replacement could not compare. Opie is now shoulder high rather than waist high to Andy and Aunt Bea has lost a lot of weight and the episodes are now in color. These changes alone did not detract from the entertainment value of the show but I just could not tolerate Warren as Barney's replacement. He was very annoying and not at all entertaining OR funny! I had to stop watching. Very sad.,1495065600,"05 18, 2017"
Just another way of the film industry ripping off the consumer. DON'T BUY IT. WAIT FOR THE EXTENDED RELEASE.,1247443200,"07 13, 2009"
"The first time I watched this movie, I laughed so hard I thought my sides would split! My college roommates and I ended up renting the VHS of this movie about 2-3 times a month for over two years. The guy who ran the VHS rental store thought we were crazy! This is a total cult classic! You can watch this one over and over again. It is very stupid....but very intelligent. It belongs in your DVD collection as one of those 'special' movies to pull out at certain times. Now...it is finally out on DVD!",1119139200,"06 19, 2005"
"This is pretty good, certainly better than other Peach DVDs I've seen.  I have one other Peach DVD with the multi-angle ability which was only ok to play with sometimes but not always that useful - here it's really useful for the ""club"" stripping scenes and also ""wet t-shirt"" scenes since the angles are not only different distances but different spots around the stage and none are those silly ""creep camera"" hiding behind objects or whatever.  So with a girl dancing around a pole, it's useful to have multiple cameras so you don't miss anything.  Not all scenes have three cameras however - some only have two and at least one of them had only one (though that scene is on a bed and the camera is the perfect distance - intimate but no myopic ultra zooming).  But the multiple angles was useful in every scene that had them.I was also very happy that there was PLENTY of full explicit nudity here... plenty of genital closeups and several girls had some succulent meaty labia.  Although mostly it's reserved as far as hand touching - you do get a lot of open leg shots or butt in the air on her knees positions but the hands usually just pass over with no grip - here and there some girls did do as much squeezing/spreading as they could get away with and gave some little glances of pink and certainly stretched anus to go with it.I'm cool with ""unconventional beauty"" in the sense that lots of strippers are single moms or whatever, so yes implants are a bit prevalent and so are a few stretch marks, flattish butts, and other signs of maturity.  If anything I thought these girls could be a bit more curvy but hey, muscular stripper legs and all that.  A few of them were pretty voluptuous.  3 and a half minutes is definitely too short though - you blow half of that just taking it off and then you barely have anything left for teasing and showing.  Some of the good scenes are longer though, upwards of 6 or 7 minutes.  But it means there is a move-along-now pace and therefore a certain playful brevity to everything, no real erotic lingering or enough repetition to get you truly going.  Well, it was worth checking out for 4 bucks...",1425254400,"03 2, 2015"
"Could have been a great movie.  I don't know if it was the terrible subbing or bad editing, but it did not flow well and parts were really confusing.  I love Shin Min Ah and Ju Ji Hun and would watch them in anything anyway.",1409702400,"09 3, 2014"
In comparison to the first one this did not meet expectations of an epic story.,1407196800,"08 5, 2014"
First one was better but this was kind of entertaining,1478908800,"11 12, 2016"
What,1476921600,"10 20, 2016"
"people have different reasons for liking or hating this movie, and i fall right in the middle for different reasons. the real dubya was hilarious at the microphone trying to stumble to the next sentence, and you see a bit of that in the film, but about half of it covers his younger years.it was actually eye opening at times, which made up for the lack of laughs for the most part. its hard to believe some parts were actually dramatic, anything dubya is normally a laugh riot, but there is deffinitely drama, from election losses to Bush Jr's ex girlfriend getting an abortion.all in all, its an unflinching, interesting look through dubya's life, with all the scandals and idiocy in tact.",1236124800,"03 4, 2009"
It was not up to what I am use to in action more like an narrative then an adventure ok I guess,1379030400,"09 13, 2013"
"For non-military people this might give you an idea how tough it is to be in the military and away from home for months on end, or for those who want to see what life on a Carrier is like, this is an informative film.  But, as a Navy veteran, (70's era) who spent many long months at sea, I am surprised at the attitude of the ""kids"" in the military these days.  This is not a reflection on the film, but it did affect my attitude towards continuing to watch it.  Several times I just had to shut it off and wait for my attitude to clear.  I gave it 3 stars simply because this is a good film for non-military folks to watch to get a good idea of what our military endures for our freedoms.",1456531200,"02 27, 2016"
Great series.,1472428800,"08 29, 2016"
"I like this one season series, but some of the characters were dull.",1436227200,"07 7, 2015"
"This is a total chick flick!  Not saying anything bad about it, just being honest!  Both my daughters loved it, but then again they're girls!",1360108800,"02 6, 2013"
I bought this movie for a lady friend for her birthday.  This is one of her all time favorite movies.  She was very pleased with it!,1437091200,"07 17, 2015"
"We order items for customers who have accounts with us, since they want it we guess they like it.",1524614400,"04 25, 2018"
"Weak addition to the Masterpiece canon.  Well acted and well filmed, but gimmicky script spoils the stew.",1466294400,"06 19, 2016"
I don't see how anyone can give this a good review! Its a dog sh@t script that barely makes the story watchable.  He's dropped a long way from Under Siege and Hard to Kill.,1495152000,"05 19, 2017"
"Unless you're looking to complete a set, or you just happen to like one of these episodes on the disc, this volume has to be the worst one. I've seen all 43 volumes, and some are packed with great episodes...Volumes 2,3,8, and 11 are examples of all 4 on the disc being well made and well written. Caesar and Me and Sounds and Silence are the bottom of the barrel. Krozers Noshe. I would only buy this if you wanted to place the disc face down on the sidewalk and scrape it with your foot.",1298851200,"02 28, 2011"
"This was the first James Bond that I ever watched, and sadly my last. James Bond is nothing more than a womanizer, and not a good spy to boot. The two and half hours on this movie are definantly a waste as James Bond seduces girl after girl, and tries to capture a man who is as poor an enemy as he is spy.I thought the movie was full of acting, acting you can tell is acting which made the movie longer. Besides, the chase scenes where just as boring. The hover crafts promised to be cool, but only managed to become drab and uninteresting after the first five minutes.In short, James Bond will never win my heart nor my vote of popularity in this review.Oh, well, he'll just have to try another day.",1114300800,"04 24, 2005"
"This is one of those quiet movies that sort of sneaks up on one.  It is the touching and funny story of two people who both face life changing experiences.  The acting gifts of the two leads are showcased in an understated way.  There is romance, heartbreak and friendship at stake as a New York City woman facing divorce must learn to drive.  She takes lessons from a very self contained instructor who will not give up on her.  It is not often that a movie can so effectively portray true friendship.  Full credit goes to the two lead actors who do an exceptional  job.",1466035200,"06 16, 2016"
I LOVE IT...,1473724800,"09 13, 2016"
"Great action, very good cast.",1427760000,"03 31, 2015"
"Note:This review is for the dvd and the contents within the dvd, I am not reviewing school rumble as an anime series.Intro:School Rumble is an anime series about high school life.  The series has many characters and that is one of the unique features of this anime.  There is a lot of parody of other animes within the series so those who watch anime frequently will notice this while watching the series whereas as casual viewers will have no clue.  Unto the review!Pro:This is the first dvd which introduces the main cast of characters and the plot of the series.  Here is the list of main characters: Harima, Tenma, Eri, Mikoto, Akira, Hanai, Yakumo, Karasuma.  Each character has a unique feature and that is the main selling point of this anime series.  Magnets included with the DVD and with every DVD released so far!Con:The dvd focuses on Tenma and Harima, whereas the other characters are not emphasized.  The 5 episodes are mostly focused on Tenma and Harima, whether they can confess their feelings to the person they like, pretty much this is repeated throughout the dvd (other volumes have other stories to go along with this; reason why I deducted stars for dvd 1).  Only those who know about anime or read the School Rumble manga (or regular manga readers) will understand the inside jokes displayed as casual or non anime fans will have no clue to what the jokes mean.Conclusion:If you are a fan of school life (particularly high school life) or have read the School Rumble manga then this volume is an absolute purchase for you.  Casual viewers and first time viewers will not understand the jokes going on but I will go on say to recommend it as it helps you to understand the Japanese culture and the anime series gets much better.  Recommended age is 13+ or high school (it makes sense since that's where the series is taking place)P.S. I am a huge fan of school rumble and this review was done fairly for both fan of the series and non-anime viewers.",1196294400,"11 29, 2007"
IT's okay,1444176000,"10 7, 2015"
"I saw this movie in a local theater when it was released in 1971.  I was just a little older than the boys who were the main characters in the movie and it struck a chord with me.  It became a classic and I wanted to add this one to my classic collection.  I watched again a while back and it brought back a lot of memories from my youth.  If you are a male and were born from around 1930 to the mid 1950s, you'll probably appreciate this movie.",1352160000,"11 6, 2012"
I bought season because I wanted to see the Hot Chocolate episode. It was Hef's 82 birthday and Pamela Anderson served him a cup cake and hot chocolate while totally nude. For what ever reason that episode was omitted from the DVD. If I had known that episode was not included I wouldn't have purchased the season.,1307923200,"06 13, 2011"
"It's rare that one finds a film as cheerfully amoral as ""Dance with the Devil.""  Yet, it's that same willingness to shock the viewer that makes it so special.  The director, Alex de la Iglesia, imbues his film  with a malevolent visual splendor that never fails to captivate.  His job  is made easier by the star turns of Rosie Perez and Javier Bardem (last  seen in Pedro Almodovar's Live Flesh, he completely transforms himself in  his present role).  If you're interested in filmmaking that takes you far  off the beaten cinematic path, ""Dance with the Devil"" is the ride  for you!",952646400,"03 10, 2000"
Great product! I love it!,1495670400,"05 25, 2017"
love thid workout,1413936000,"10 22, 2014"
Video quality good but the series itself was not as funny as I thought it would be.,1450828800,"12 23, 2015"
"I love Grimm. I'm a sci-fi nut, anyway. The bonus is that it's filmed in Portland, Or, where I have spent most of my life.",1458777600,"03 24, 2016"
"While I know there are better scripted films out there in this genre, I couldn?t help but enjoy this movie despite its predictable plot on the premise that it was intended to make one feel good about ones fellow human beings, and it did.  While it certainly isn't cerebral by any stretch of the imagination, it is a good  family film.  It isn't intended to be a great work of cinematic art, but what it is intended to do it does.  It appeals to the child like desire for good to overcome evil, to the desire of a parent to be able to present himself in a good light to his/her children, to the desire for world harmony in a time when it seems perilously close to wide spread destruction.  As other reviewers point out, there is a little for everyone in this film: a brave, decent, pilot... president; a beautiful black stripper with a heart of gold and her adorable little boy; a computer nerd whose knowledge saves the world; an attractive, muscular, black guy to act the part of a good role model for young males; a wedding; a reconciliation--in fact several; a recovered alcoholic father of three who saves the day and makes his children proud of him again; etc.  This is a film that attempts to fulfill the need for fantasy in all of us.  It does so just as Harry Potter does through wish fulfillment; it just does it with more of a ""boom.""  The film is definitely a catch all that was intended to market well by its broad spectrum approach to story telling, but that doesn't mean that it isn't an entertaining tale none the less.  Like The War of the Worlds it's an ""us against them"" sort of film, but unlike the latter, it has it's funny moments, in fact many of them.  Brent Spinner--everybody's favorite synthetic life form--gives a wonderful performance as a slightly off beat and out of step director of Area 51, while Randy Quaid does a brilliant characterization of a derelict and ditzy hero who rises to the occasion once again when duty calls.  Will Smith is constantly getting off witty one liners that seem to capture the moment in pithy humor.  Jeff Goldblum played Jeff Goldblum, just as he always does, but as always too is very entertaining to watch.  My greatest disappointment was the women of the story.  Vivica Fox, as Jasmine, had the most active and interesting role among them, her motivating force being the well being of her little boy and the man she loved.  None of the other women seemed to take an active part in anything.  They seemed just along for the ride,  watching the drama take place in front of them, often showing less involvement than many women do over their favorite soap!  A great disappointment to someone who grew up with Honey West, Emma Peel, the Girl from Uncle and other examples of active female participation in action adventures.  The fine CGI finale makes one  want to ""salute the flag,"" at least of the United Nations, as humanity once again defeats those nasty aliens with our human ingenuity and determination.  A fun movie for everyone in the family to watch.",1024531200,"06 20, 2002"
An entertaining and heart lifting movie. Well worth the time you invest to watch.,1483401600,"01 3, 2017"
"This movie really borders on absurd. The play was simple, heart-felt and centered more on the goings on in the beauty salon. This movie is so overproduced that it diminishes the story and the performances.  Sally  Field gives a credible performance. Shirley McLaine and Olympia Dukakis  play their characters like a cartoon. And Dolly Parton proves she is really  sweet but can't act her way out of a paper bag.  As for Julia  Roberts...well she has screen presence, but she just can't act. Forget this  super-size cotton candy film.",964483200,"07 25, 2000"
"horribly violent, had to FF and skip much.  an otherwise good film was ruined by brutal scenes.",1506124800,"09 23, 2017"
It was ok. They gave Bruce Willis just enough lines to put him on the cover.,1444867200,"10 15, 2015"
I read the book first and was surprised how well done the movie was.  I think the actor choices were superb.  I thought Sidoney Weaver was especially good.,1374883200,"07 27, 2013"
"We were expecting a lot from this Lucio Silla to rejuvenate an ""M-22"" collection that became a bit stale following a very good Mitridate. To be fair, the ""scenic actions"" that followed Mitridate are very difficult to put together and the three of them were plagued by problems related to the music (Betulia), the staging (Ascanio) or the singing (Il Sogno). Therefore hopes were held high for this Lucio Silla, the last opera Mozart composed especially for the Italy. Did the team of singers/musicians/stage directors succeed? The answer is a qualified Yes.The positives of this performance are first and foremost the concept behind Jurgen Flimm's staging. By making Silla a true, modern-day dictator and by changing the ending of the opera versus the libretto, Flimm remains true to the spirit of the piece (even if not to it its letter). I have long appreciated Jurgen Flimm's work, particularly in Bayreuth, where he delivered a stimulating and thought provoking ""Ring des Nibelungen"" back in 2000-2004. However, if the concept is good, the execution flounders from time to time. This is due to the fact that Lucio Silla, the title role, has very little to sing - the tenor initially supposed to sing the part back in 1772 was replaced at the last minute by someone with very little theatrical experience and half of his arias were therefore binned. This becomes problematic for the balance of the work and for the balance of Flimm's staging: how do I keep an interest on a piece focusing on someone who is rarely there? The production tends to err on the verge of boredom as a result, even if Act III is an undisputed success, both musically and dramatically. Also worth of note the magnificent costumes of Birgit Hutter.Musically, like the staging, this performance is a mix of good and not-so-good. The star of the evening is the fantastic soprano Julia Kleiter (already in the ""Betulia Liberata"" of the same collection). She has a ringing, crystal-clear tone and her voice is like silk: a revelation. I was also impressed by the Cinna of Veronica Cangemi, amazing stage presence and a fantastic performance in her last aria ""De' piu superbi il core"". Elsewhere this is not so good. We have a professional Giunia by Annick Massis but she does not deliver the ""kicks"" we were expecting. Roberto Sacca also has an almost primal stage presence but doesn't have the voice that should go with it. Most disappointing in our view is the orchestra of the La Fenice theatre in Venice, which played this piece written by a 17-year old a bit too thickly, without the spirit that much less famous orchestra have put in this repertoire so far in this collection (like the Mannheim theatre, the Camerata Salzburg, les Musiciens du Louvre or even the orchestra of Salzurg's university). Tomas Netopil - who was making his conducting debut in Salzburg - led a rather eventless orchestral performance.So overall this is a good DVD introduction to Lucio Silla but you won't find the flames of genius here, even if there is a lot of talent onstage.",1168560000,"01 12, 2007"
Very depressing movie about an awful man.,1463616000,"05 19, 2016"
"Trevor's headaches and memory loss are getting worse since the accident in which he lost his wife, but as he slowly discovers the truth about the events leading up to the crash, the demons of the past return to torture his soul! If INFERNO was HELLRAISER's take on ANGEL HEART, then HELLSEEKER is this series' version of JACOB'S LADDER. Notes from Lyne's film and Robbins' character can be found embedded all throughout the story, but this actually works in director Rick Bota's favor. Of the later sequels, HELLSEEKER is decidedly the best, with a clean visual style and several strong performances. Every step along Trevor's path holds meaning, and Bota has left us with enough clues so that we may anticipate the ending without completing guessing the shocking revelation in the final scenes. Dean Winters is reserved in the lead role, which allows the audience to identify with him while we share in his search for answers. Ashley Laurence also makes her triumphant return to the series as Trevor's wife Kirsty in a small role that carries a huge significance. Pinhead's highly anticipated arrival in the end brings the character closest to Barker's original intent while serving his dark justice. For anyone who may have given up on the series, HELLSEEKER will come as a welcomed surprise before heading back in to more tiresome sequels.-Carl ManesI Like Horror Movies",1359849600,"02 3, 2013"
"Gave it a try, didn't like it, gave up after a half hour or so and switched to something else. I can respect Sarah Silverman for for doing a non-comedic role, but the material was just not something I wanted to watch.",1462406400,"05 5, 2016"
"It was okay.  A good start, possibly a decent movie whose credibility is lost on too much parkour.  Especially when our friends are in need.",1407110400,"08 4, 2014"
LOVE KELLY COFFEY- MEYER AND CHALLENGING EXERCISES WITH WEIGHTS,1519084800,"02 20, 2018"
Love Brosnan and this was as good as Brosnan!!!,1419292800,"12 23, 2014"
"I had no problem viewing the two-sided DVDs in this three (3) disc ""Kolchak - The Night Stalker"" collection.  I waseven successful in copying each side to a 'single-sided' DVD to eliminate complications of flipping the disc over toview the next 4 segments.  In essence, I have now five (5) individual discs of four (4) movies per disc which fits nicelyinto my compact collection.  I've slow-fast forwarded to different segments of each episode and the picture andsound quality is great after the restoration processes in 2005. Highly recommend this unique, one-of-a kind""X-Files"" predecessor be added to your DVD television archives.",1413417600,"10 16, 2014"
Very funny movie laughed the whole movie.,1446076800,"10 29, 2015"
Really trippy concept and captivating story. Tom Hanks portrays the personality of a 13 year old so well acting from an adult body.Love it.,1483660800,"01 6, 2017"
"I thought the actors actually did well with the script they were given but it was too biased, glossing over the misdeeds we all now know was part of the fabric of this family. JFK's liason were glossed over, portraying Marilyn Monroe as a mentally unbalanced stalker. RFK was portrayed as a saint, drinking only Dr. Pepper and totally faithful to Ethel. Ethel was depicted as some housewife driving car pools instead of the real woman who simply popped out babies in competition with Rose. I actually felt Katie Holmes did a decent job with her portrayal of Jackie. The whispery voice was close to accurate but little was done to show her redecorating of the white house or the fact that her spendthrift ways was a source of friction between her and Jack. Joseph and Rose Kennedy were probably pretty accurately depicted. From what I've read elsewhere, Rose was pretty cold with her religion taking center stage and indeed influencing her apparent lack of grief over the loss of several children.I don't know if the Kennedy's had any say in how this movie was done. I suspect they didn't have much influence which wasn't really necessary since this was for the most part a puff piece. It could have been better since we now know so much more about the family than was ever admitted in the 60s.",1349308800,"10 4, 2012"
husband loves it and watches it often,1424131200,"02 17, 2015"
"The French Connection remains one of the classics of film.  For brilliance of portrayal and suspense, it is timeless.The film embodies what drives its two protagonists.  Alain Chanier (Fernando Rey) is a dapper businessman  on the outside, ruthless killer and drug kingpin on the inside.  NYPD  Detective Jimmy ""Popeye"" Doyle (Gene Hackman in a deserved  Oscar-winning performance) is a hyped-up cop who pursues his quarry with  glee, but is also quite likeable.  The contrasts are best shown in two  early scenes - Chanier's dapper nature comes through when he and his wife  Marie exchange gifts for their pending trip to the US; Popeye Doyle's  nature comes through in a thoroughly engaging scene when he and his partner  Cloudy Russo (Roy Scheider in what should have won him an Oscar) bust a  lowlife junkhouse bar; Popeye accosts men twice his size, pulls  ""dropsy"", and all knowing none of these scumbags will dare  protest.  The raid, though, is cover so Popeye can debrief one of his best  informants (Alan Weeks); the informant reveals the coming of ""a  shipment"" (Chanier's) in two weeks.  To make the ruse look good,  Popeye reluctantly busts the man's jaw (the grimace on Popeye's face as he  does so is priceless.).Adding to the tension is the presence of FBI  Agent Bill Mulderig (stuntman Bill Hickman in a superb performance), who  hates Popeye, blaming him for the death of an officer in a previous case.  The two quarrel several times and come to blows at one point.Through  it all, Popeye trails Chanier and his American friends, lawyer Joel  Weinstock, candy store owner Sal Boca (Tony Lo Bianco), actor Henri  Devereaux (Frederique De Pasquale), and others.  When Chanier barely  escapes Popeye's pursuit, he has his henchman Pierre Nicoli try to kill  him.  But the sniper attack is botched, and the result is a thrilling  chase; Nicoli hijacks an elevated train (killing a policeman and the train's conductor in the process), and Popeye commandeers a car to pursue.  When the motorman passes out the train crashes, allowing Popeye to corner and then kill Nicoli.  It is the unique nature of  the chase as well as its execution that makes it a film classic.  Most car  chases involve cars chasing cars; a car chasing a train is something that  hasn't been done, before or since.Eventually Popeye and company seize  the car in which Chanier's junk is hidden.  They replace the stash, return  the car, and eventually tail Chanier to an abandoned crematorium where the  switch is made.  A gunfight ensues, and Popeye blasts a man in the shadows  - Mulderig.In the epilogue we learn the fate of the captured hoods, none  of whom get any kind of serious sentence.  The unsatisfying outcome  embodies the unsatisfying outcomes of so many crimes - a further testimony  to this film's greatness.",922924800,"04 1, 1999"
Fun movie,1493856000,"05 4, 2017"
Dumbest movie I ever started to watch.  Can't get past the first 10 minutes.,1523491200,"04 12, 2018"
"If you don't mind all the graphic violence - severed limbs flying through the air, spurting blood, etc - this is a very fun and funny martial arts film.It is like Tarantino took elements from every sock 'em / cut 'em film he ever enjoyed and wound them together in a rollicking good story.  Uma Thurman is great and, while unbelievably super, is convincing enough for you to forget that it is impossible to face down, say, 40 sword- and mace-wielding contract killers in a go.  Indeed, Thurman is as beautiful as ever, and this time deadly.Recommended.  Just keep the barf bag nearby.",1110412800,"03 10, 2005"
This is one of the finest anime movies of all time a real masterpiece the evil babiyanu has come to capture all the children to gain enough power to absorb the earth into her Black Dream Hole,985392000,"03 24, 2001"
I thought it was a typical Statham film in that it is action packed and causes the viewer to pay attention in fear of missing something.  Not great for story line but a real shoot-em-up.,1396310400,"04 1, 2014"
"By the time I came to this movie, I had already gotten there first three. Up in Smoke was fantastic, Next Movie was great, Nice Dreams was good, this was was pretty poor. They get pretty desparate at some points here, and they constantly repeat chracters we've seen already.The Low points are when they attempt to impersonate two homosexuals (badly), the astronaut which is Cheech miming for 3 minutes of in space, and then pretentds to jerk off at the end. Also, when they got to ""Harry Palms"" masterbating Champion, that was about as low and unfunny as you could get, just awful. All the points in the stand-up go on about a minute too long, including the fake nightclub. The people laughing at Cheech doing a redneck, had to have been payed actors.There are some good points... not that many though. Maybe the wrestling scene, and some of the scene with Chong recording with a videocamera in the hotel room. They don't seem to do much in this. I wanted something different, which is what I got, but I didn't think it would be this horrible. These guys can do better.",1105833600,"01 16, 2005"
"This show had potential but the script writing is ""So Bad"" ! So for the first 3 episodes there are writing flaws but still entertaining to keep my interest. The major flaws are as follows;1. The story is rushed!! Meaning major character development never takes place to really capture your interest; so, the characters become superficial.2. Each episode is about 18 -20 mins long. it's like watching a trailer to a movie.3. Vampires in this show are as mortal and uninteresting as humans. They just age slower. Lame!!! What these writers don't seem to understand is that the most alluring thing about vampires is not that they drink blood to survive (that's just a limitation) BUT their immortality which these vamps don't have.4. Cell phone / iPod mp3 player interludes are silly and they get annoying. I feel like I'm watching a video game when they cut to those scenes but without a XBox / PSP controller. LOL! - it's just stupid!!!I get to episode 5: Main character drinks blood from her necklace pendant and she goes on some LSD trip that for some reason are events that are actually happening in the show (which is NOT consistent with the other vamp LSD type trips she goes on).The writing is so bad that its just stupid, the acting gets worse because these actors have no background in which to pull from and by episode 5, it makes no sense at all.For those GEN X: remember when MTV was really good 24/7 ""Music""? I feel sorry for Millennials and Gen Y. This channel is technically ""R""TV (for Reality crap)",1412121600,"10 1, 2014"
Good story but it's really slow. I like gory movies but this was over the top,1470700800,"08 9, 2016"
"A good summertime movie, with allot of good action and special effects. The plot and acting could of been better though.",1441670400,"09 8, 2015"
"Not my kind of movie,",1483315200,"01 2, 2017"
When the henchman kidnaped the  girl from the INN  towards the end of the movie could have been shot on site if someone had a gun.,1515801600,"01 13, 2018"
"This film is closer much more of an ""whodunit"" mystery tale than a full-blown werewolf horror. The acting is pretty good for 70's British horror, though everyone seems rather calm as they sit around and wait to be killed by the ""hunter"" and/or the werewolf. This particular transfer is gorgeous in video and audio. Also note the groovy 70's soundtrack...My only qualm with this movie is that even though Peter Cushing is featured on the DVD cover to sell the title, he is only a supporting character in the film.If this sounds interesting to you, I suggest picking it up in the Amicus collection 3-pack for the best value and two more, much better films.",1287964800,"10 25, 2010"
"It's an OK movie, a light-hearted comedy with a moral to the story.  Not a classic, but fun to pass the time.",1393545600,"02 28, 2014"
My 3 year old daughter watches this movie all the time. It's just a great feel-good movie for the family.,1445990400,"10 28, 2015"
Tim Hawkins never fails to cause me and my friends and family a great time of hold-your-sides laughter. He's a gifted Christian comedian.,1383177600,"10 31, 2013"
"Another piece of deck from the Asylum film. God almighty, there is yet anything that comes out from these cheap, $50 budget, homemade with a camcorder. Blockbuster stocks tons of this horror junk and charges 4 bucks to rent this crapola. As a horror film nut, I cant believe anyone would rate anything Asylum unleaches to horror fans above 1 star(only because amazon doesn't have a 0 star ratings for these types of god awfull direct to dvd releases",1146528000,"05 2, 2006"
"My living room is tiny and it's very difficult for me to have to rearrange my furniture to do some of the moves.  For props you will need the following:  2 yoga blocks, a yoga strap, a yoga blanket and she also uses something she calls ""yoga cubes"" which looks like a heavy bookshelf, but she makes it clear that instead you can use a table, bookshelf, or a window ledge and also a wall.  Without this yoga cube you will need BOTH a table or ledge and a wall.  Most people have walls and tables so that's no biggie, but the ledge or window needs to be at a specific height for some of the moves to work properly.  Like there's one move where you put your foot up on the ledge/table and she says that it needs to be paralell to your hip.  Well lets hope your ledge just happens to be at that height then.  Where my tv is in my little living room makes it difficult for me to have access to a wall where I'd still be able to watch the dvd while doing the move.  It's a good program, I just wish I knew these things before purchasing.",1388361600,"12 30, 2013"
